book,chapter,verse,text
Isaiah,56,11,yea greedy dog shepherd understand look way gain quarter
Isaiah,56,12,come ye fetch wine fill strong drink morrow shall day abundant
Isaiah,57,1,righteous perisheth man layeth heart merciful man take away consider righteous take away evil come
Isaiah,57,2,shall enter peace shall rest bed walk uprightness
Isaiah,57,3,draw near hither ye son sorceress seed adulterer whore
Isaiah,57,4,ye sport ye wide mouth draw tongue ye child transgression seed falsehood
Isaiah,57,5,enflame idol green tree slay child valley clift rock
Isaiah,57,6,smooth stone stream thy portion thy lot hast thou pour drink offer thou hast offer meat offering receive comfort
Isaiah,57,7,lofty high mountain hast thou set thy bed thither went thou offer sacrifice
Isaiah,57,8,door post hast thou set thy remembrance thou hast discover thyself art go thou hast enlarge thy bed thee covenant thou lovedst bed thou saw
Isaiah,57,9,thou went king ointment didst increase thy perfume didst send thy messenger far didst debase thyself unto hell
Isaiah,57,10,thou art weary greatness thy way saidst thou hope thou hast find life thine hand thou wast grieve
Isaiah,57,11,hast thou afraid fear thou hast lie hast remember lay thy heart hold peace old thou fear
Isaiah,57,12,declare thy righteousness thy work shall profit thee
Isaiah,57,13,thou criest let thy company deliver thee wind shall carry away vanity shall putteth trust shall possess land shall inherit holy mountain
Isaiah,57,14,shall cast ye cast ye prepare way stumblingblock way people
Isaiah,57,15,saith high lofty inhabiteth eternity holy dwell high holy place contrite humble spirit revive spirit humble revive heart contrite one
Isaiah,57,16,contend wroth spirit fail soul
Isaiah,57,17,iniquity covetousness wroth smite hide wroth go frowardly way heart
Isaiah,57,18,see way heal lead restore comfort unto mourner
Isaiah,57,19,create fruit lip peace peace far near saith lord heal
Isaiah,57,20,wicked like troubled sea rest water cast mire dirt
Isaiah,57,21,peace saith god wicked
Isaiah,58,1,cry aloud spare lift thy voice like trumpet shew people transgression house jacob sin
Isaiah,58,2,seek daily delight know way nation righteousness forsook ordinance god ask ordinance justice delight approach god
Isaiah,58,3,wherefore fast thou se wherefore afflict soul thou tak knowledge behold day fast ye find pleasure exact labour
Isaiah,58,4,behold ye fast strife debate smite fist wickedness ye shall fast ye day voice hear high
Isaiah,58,5,fast choose day man afflict soul bow head bulrush spread sackcloth ashe wilt thou fast acceptable day lord
Isaiah,58,6,fast choose loose band wickedness undo heavy burden let oppressed free ye break yoke
Isaiah,58,7,deal thy bread hungry thou bring poor cast thy house thou seest naked thou cover thou hide thyself thine flesh
Isaiah,58,8,shall thy light break forth morning thine health shall spring forth speedily thy righteousness shall thee glory lord shall thy rereward
Isaiah,58,9,shalt thou lord shall answer thou shalt cry shall thou away midst thee yoke putting forth finger speak vanity
Isaiah,58,10,thou draw thy soul hungry satisfy afflicted soul shall thy light rise obscurity thy darkness noonday
Isaiah,58,11,lord shall guide thee continually satisfy thy soul drought fat thy bone thou shalt like water garden like spring water water fail
Isaiah,58,12,shall thee shall build old waste place thou shalt raise foundation generation thou shalt call repairer breach restorer path dwell
Isaiah,58,13,thou turn away thy foot sabbath thy pleasure holy day sabbath delight holy lord honourable shalt honour thine way find thine pleasure speak thine word
Isaiah,58,14,shalt thou delight thyself lord cause thee ride high place earth feed thee heritage jacob thy father mouth lord hath speak
Isaiah,59,1,behold lord hand shorten save ear heavy hear
Isaiah,59,2,iniquity separate god sin hide face hear
Isaiah,59,3,hand defile blood finger iniquity lip speak lie tongue hath mutter perverseness
Isaiah,59,4,calleth justice pleadeth truth trust vanity speak lie conceive mischief bring forth iniquity
Isaiah,59,5,hatch cockatrice egg weave spider web eateth egg dieth crush breaketh viper
Isaiah,59,6,webs shall garment shall cover work work work iniquity act violence hand
Isaiah,59,7,foot run evil haste shed innocent blood thought thought iniquity wasting destruction path
Isaiah,59,8,way peace know judgment going crooked path whosoever goeth shall know peace
Isaiah,59,9,judgment far doth justice overtake wait light behold obscurity brightness walk darkness
Isaiah,59,10,grope wall like blind grope eye stumble noonday night desolate place dead man
Isaiah,59,11,roar like bear mourn sore like dove look judgment salvation far
Isaiah,59,12,transgression multiply thee sin testify transgression iniquity know
Isaiah,59,13,transgress lie lord depart away god speak oppression revolt conceiving uttering heart word falsehood
Isaiah,59,14,judgment turn away backward justice standeth afar truth fall street equity enter
Isaiah,59,15,yea truth faileth departeth evil maketh prey lord see displease judgment
Isaiah,59,16,see man wonder intercessor arm bring salvation unto righteousness sustain
Isaiah,59,17,righteousness breastplate helmet salvation head garment vengeance clothing clothe zeal cloke
Isaiah,59,18,accord deed accordingly repay fury adversary recompence enemy island repay recompence
Isaiah,59,19,shall fear lord west glory rise sun enemy shall come like flood spirit lord shall lift standard
Isaiah,59,20,redeemer shall come zion unto turn transgression jacob saith lord
Isaiah,59,21,covenant saith lord spirit thee word thy mouth shall depart thy mouth mouth thy seed mouth thy seed seed saith lord henceforth
Isaiah,60,1,arise shine thy light come glory lord rise thee
Isaiah,60,2,behold darkness shall cover earth gross darkness people lord shall arise thee glory shall see thee
Isaiah,60,3,gentile shall come thy light king brightness thy rise
Isaiah,60,4,lift thine eye round gather come thee thy son shall come far thy daughter shall nurse thy
Isaiah,60,5,thou shalt flow thine heart shall fear enlarge abundance sea shall convert unto thee force gentile shall come unto thee
Isaiah,60,6,multitude camel shall cover thee dromedary midian ephah sheba shall come shall bring gold incense shall shew forth praise lord
Isaiah,60,7,flock kedar shall gather unto thee ram nebaioth shall minister unto thee shall come acceptance altar glorify house glory
Isaiah,60,8,fly cloud dove window
Isaiah,60,9,surely isle shall wait ship tarshish bring thy son far silver gold unto lord thy god holy israel hath glorify thee
Isaiah,60,10,son stranger shall build thy wall king shall minister unto thee wrath smite thee favour mercy thee
Isaiah,60,11,thy gate shall open continually shall shut day night man bring unto thee force gentile king bring
Isaiah,60,12,nation kingdom serve thee shall perish yea nation shall utterly waste
Isaiah,60,13,glory lebanon shall come unto thee fir tree pine tree box beautify place sanctuary place foot glorious
Isaiah,60,14,son afflict thee shall come bend unto thee despise thee shall bow sol thy foot shall thee city lord zion holy israel
Isaiah,60,15,thou hast forsake hate man go thee thee eternal excellency joy generation
Isaiah,60,16,thou shalt suck milk gentile shalt suck breast king thou shalt know lord thy saviour thy redeemer mighty jacob
Isaiah,60,17,brass bring gold iron bring silver wood brass stone iron thy officer peace thine exactor righteousness
Isaiah,60,18,violence shall hear thy land wasting destruction thy border thou shalt thy wall salvation thy gate praise
Isaiah,60,19,sun shall thy light day brightness shall moon light unto thee lord shall unto thee everlasting light thy god thy glory
Isaiah,60,20,thy sun shall shall thy moon withdraw lord shall thine everlaste light day thy mourning shall end
Isaiah,60,21,thy people shall righteous shall inherit land branch plant work hand glorify
Isaiah,60,22,little shall thousand small strong nation lord hasten time
Isaiah,61,1,spirit lord god lord hath anoint preach good tiding unto meek hath send bind brokenhearted proclaim liberty captive opening prison bind
Isaiah,61,2,proclaim acceptable year lord day vengeance god comfort mourn
Isaiah,61,3,appoint unto mourn zion unto beauty ashe oil joy mourn garment praise spirit heaviness call tree righteousness planting lord glorify
Isaiah,61,4,shall build old waste shall raise desolation shall repair waste city desolation generation
Isaiah,61,5,stranger shall stand feed flock son alien shall plowman vinedresser
Isaiah,61,6,ye shall name priest lord man shall minister god ye shall eat rich gentile glory shall ye boast
Isaiah,61,7,shame ye shall double confusion shall rejoice portion land shall possess double everlaste joy shall unto
Isaiah,61,8,lord love judgment hate robbery burn offering direct work truth everlasting covenant
Isaiah,61,9,seed shall know gentile offspring people shall acknowledge seed lord hath bless
Isaiah,61,10,greatly rejoice lord soul shall joyful god hath clothe garment salvation hath cover robe righteousness bridegroom decketh ornament bride adorneth jewel
Isaiah,61,11,earth bringeth forth bud garden causeth thing sow spring forth lord god cause righteousness praise spring forth nation
Isaiah,62,1,zion sake hold peace jerusalem sake rest righteousness thereof forth brightness salvation thereof lamp burneth
Isaiah,62,2,gentile shall thy righteousness king thy glory thou shalt call new mouth lord shall
Isaiah,62,3,thou shalt crown glory hand lord royal diadem hand thy god
Isaiah,62,4,thou shalt term forsake shall thy land term desolate thou shalt call hephzibah thy land beulah lord delighteth thee thy land shall marry
Isaiah,62,5,young man marrieth virgin shall thy son marry thee bridegroom rejoiceth bride shall thy god rejoice thee
Isaiah,62,6,set watchman thy wall o jerusalem shall hold peace day night ye mention lord silence
Isaiah,62,7,rest till establish till jerusalem praise earth
Isaiah,62,8,lord hath swear right hand arm strength surely thy corn meat thine enemy son stranger shall drink thy wine thou hast labour
Isaiah,62,9,gather shall eat praise lord bring shall drink court holiness
Isaiah,62,10,gate prepare ye way people cast cast highway gather stone lift standard people
Isaiah,62,11,behold lord hath proclaim unto end world ye daughter zion behold thy salvation cometh behold reward work
Isaiah,62,12,shall holy people redeemed lord thou shalt call seek city forsake
Isaiah,63,1,cometh edom dye garment bozrah glorious apparel travel greatness strength speak righteousness mighty save
Isaiah,63,2,wherefore art thou red thine apparel thy garment like treadeth winefat
Isaiah,63,3,tread winepress people tread anger trample fury blood shall sprinkle garment stain raiment
Isaiah,63,4,day vengeance heart year redeemed come
Isaiah,63,5,look help wonder uphold arm bring salvation unto fury uphold
Isaiah,63,6,tread people anger drunk fury bring strength earth
Isaiah,63,7,mention lovingkindnesse lord praise lord accord lord hath bestow great goodness house israel hath bestow accord mercy accord multitude lovingkindnesse
Isaiah,63,8,say surely people child lie saviour
Isaiah,63,9,affliction afflict angel presence save love pity redeem bare carry day old
Isaiah,63,10,rebel vex holy spirit turn enemy fight
Isaiah,63,11,remember day old moses people say bring sea shepherd flock holy spirit
Isaiah,63,12,lead right hand moses glorious arm divide water everlasting
Isaiah,63,13,lead deep horse wilderness stumble
Isaiah,63,14,beast goeth valley spirit lord cause rest didst thou lead thy people thyself glorious
Isaiah,63,15,look heaven behold habitation thy holiness thy glory thy zeal thy strength sounding thy bowel thy mercy restrain
Isaiah,63,16,doubtless thou art father abraham ignorant israel acknowledge thou o lord art father redeemer thy everlaste
Isaiah,63,17,o lord hast thou err thy way harden heart thy fear return thy servant sake tribe thine inheritance
Isaiah,63,18,people thy holiness possess little adversary tread thy sanctuary
Isaiah,63,19,thine thou bare rule call thy
Isaiah,64,1,oh thou would rend heaven thou would come mountain flow thy presence
Isaiah,64,2,melting fire burneth fire causeth water boil thy know thine adversary nation tremble thy presence
Isaiah,64,3,thou didst terrible thing look thou cam mountain flow thy presence
Isaiah,64,4,beginning world man hear perceive ear hath eye see o god thee hath prepare waiteth
Isaiah,64,5,thou meet rejoiceth worketh righteousness remember thee thy way behold thou art wroth sin continuance shall save
Isaiah,64,6,unclean thing righteousness filthy rag fade leaf iniquity like wind take away
Isaiah,64,7,calleth thy stirreth hold thee thou hast hide thy face hast consume iniquity
Isaiah,64,8,o lord thou art father clay thou potter work thy hand
Isaiah,64,9,wroth sore o lord remember iniquity behold beseech thee thy people
Isaiah,64,10,thy holy city wilderness zion wilderness jerusalem desolation
Isaiah,64,11,holy beautiful house father praise thee burn fire pleasant thing lay waste
Isaiah,64,12,wilt thou refrain thyself thing o lord wilt thou hold thy peace afflict sore
Isaiah,65,1,seek ask find seek say behold behold unto nation call
Isaiah,65,2,spread hand day unto rebellious people walketh way good thought
Isaiah,65,3,people provoketh anger continually face sacrificeth garden burneth incense altar brick
Isaiah,65,4,remain grave lodge monument eat swine flesh broth abominable thing vessel
Isaiah,65,5,stand thyself come near holy thou smoke nose fire burneth day
Isaiah,65,6,behold write silence recompense recompense bosom
Isaiah,65,7,iniquity iniquity father saith lord burn incense mountain blaspheme hill measure work bosom
Isaiah,65,8,saith lord new wine find cluster saith destroy blessing servant sake destroy
Isaiah,65,9,bring forth seed jacob judah inheritor mountain elect shall inherit servant shall dwell
Isaiah,65,10,sharon shall fold flock valley achor place herd lie people seek
Isaiah,65,11,ye forsake lord forget holy mountain prepare table troop furnish drink offering unto number
Isaiah,65,12,number sword ye shall bow slaughter call ye answer spake ye hear evil eye choose delight
Isaiah,65,13,saith lord god behold servant shall eat ye shall hungry behold servant shall drink ye shall thirsty behold servant shall rejoice ye shall ashamed
Isaiah,65,14,behold servant shall sing joy heart ye shall cry sorrow heart shall howl vexation spirit
Isaiah,65,15,ye shall leave curse unto choose lord god shall slay thee servant
Isaiah,65,16,blesseth earth shall bless god truth sweareth earth shall swear god truth trouble forget hide eye
Isaiah,65,17,behold create new heaven new earth shall remember come mind
Isaiah,65,18,ye glad rejoice create behold create jerusalem rejoicing people joy
Isaiah,65,19,rejoice jerusalem joy people voice weeping shall hear voice cry
Isaiah,65,20,shall infant day old man hath fill day child shall die year old sinner year old shall accurse
Isaiah,65,21,shall build house inhabit shall plant vineyard eat fruit
Isaiah,65,22,shall build inhabit shall plant eat day tree day people elect shall long enjoy work hand
Isaiah,65,23,shall labour vain bring forth trouble seed bless lord offspring
Isaiah,65,24,shall come pass answer speak hear
Isaiah,65,25,wolf lamb shall feed lion shall eat straw like bullock dust shall serpent meat shall hurt destroy holy mountain saith lord
Isaiah,66,1,saith lord heaven throne earth footstool house ye build unto place rest
Isaiah,66,2,thing hath hand thing saith lord man look poor contrite spirit trembleth word
Isaiah,66,3,killeth ox slay man sacrificeth lamb cut dog neck offereth oblation offer swine blood burneth incense bless idol yea choose way soul delighteth abomination
Isaiah,66,4,choose delusion bring fear call answer spake hear evil eye choose delight
Isaiah,66,5,hear word lord ye tremble word brother hate cast name sake say let lord glorify shall appear joy shall ashamed
Isaiah,66,6,voice noise city voice temple voice lord rendereth recompence enemy
Isaiah,66,7,travail bring forth pain come deliver man child
Isaiah,66,8,hath hear thing hath see thing shall earth bring forth day shall nation bear soon zion travail bring forth child
Isaiah,66,9,shall bring birth cause bring forth saith lord shall cause bring forth shut womb saith thy god
Isaiah,66,10,rejoice ye jerusalem glad ye love rejoice joy ye mourn
Isaiah,66,11,ye suck satisfied breast consolation ye milk delighted abundance glory
Isaiah,66,12,saith lord behold extend peace like river glory gentile like flow stream shall ye suck ye shall bear side dandle knee
Isaiah,66,13,mother comforteth comfort ye shall comfort jerusalem
Isaiah,66,14,ye heart shall rejoice bone shall flourish like herb hand lord shall know servant indignation enemy
Isaiah,66,15,behold lord come fire chariot like whirlwind render anger fury rebuke flame fire
Isaiah,66,16,fire sword lord plead flesh slain lord shall
Isaiah,66,17,sanctify purify garden tree midst eat swine flesh abomination mouse shall consume saith lord
Isaiah,66,18,know work thought shall come gather nation tongue shall come glory
Isaiah,66,19,set sign send escape unto nation tarshish pul lud draw bow tubal javan isle afar hear fame see glory shall declare glory gentile
Isaiah,66,20,shall bring brother offering unto lord nation horse chariot litter mule swift beast holy mountain jerusalem saith lord child israel bring offering clean vessel house lord
Isaiah,66,21,priest levite saith lord
Isaiah,66,22,new heavens new earth shall remain saith lord shall seed remain
Isaiah,66,23,shall come pass new moon sabbath shall flesh come worship saith lord
Isaiah,66,24,shall forth look carcase man transgress worm shall die shall fire quench shall abhorring unto flesh
